"","ASV","CopiotrophyIndex","dCUB","nGenes","nCAZy"
"32","0816234d0342a00051f2b51161e37025",1.69968281748534,0.0456288793210829,1169,19
"33","0ae65bb1090e712e0b78a1d6bec9c088",1.69968281748534,0.0456288793210829,1169,19
"34","0e3090e52280ba2a5365bc56c1883789",1.69968281748534,0.0456288793210829,1169,19
"35","0f5db7a795aa4819775f6e35b52d33ef",1.69968281748534,0.0456288793210829,1169,19
"36","117bc5633c7f0a46720b6f2acdc95bfe",1.69968281748534,0.0456288793210829,1169,19
"37","12ccc0622a42fd0eaf5546ec106b2bcb",1.69968281748534,0.0456288793210829,1169,19
"38","15f3fde868271c4b2ffd378b8a8cb314",1.69968281748534,0.0456288793210829,1169,19
"39","199f3093f35de75f84a27bc8581b27e9",1.69968281748534,0.0456288793210829,1169,19
"40","1c0756e0246ebab41ed415faae888eb6",1.69968281748534,0.0456288793210829,1169,19
"41","1d2433f4972debde3df70b53d43d45a9",1.69968281748534,0.0456288793210829,1169,19
"42","1ef491eb408e17e53f8e0c8402b97ea8",1.69968281748534,0.0456288793210829,1169,19
"43","2207378ea468cfe57566eb5874a64900",1.69968281748534,0.0456288793210829,1169,19
"44","2782d1fe2b473687d45531c828c675fa",1.69968281748534,0.0456288793210829,1169,19
"45","27fe0d33d6c80a6f5ea97bd4e7c26151",1.69968281748534,0.0456288793210829,1169,19
"46","2a2569b91a28f8a6b1e1d1196d85225e",1.69968281748534,0.0456288793210829,1169,19
"47","2ca04130d779d39f8991a15b6c474303",1.69968281748534,0.0456288793210829,1169,19
"48","2fac3449bf4e5bb7114cc5a606465020",1.69968281748534,0.0456288793210829,1169,19
"49","3324f05d6f228d23a4520e703b0922cd",1.69968281748534,0.0456288793210829,1169,19
"50","4351480707933284f677d6f8d5802b47",1.69968281748534,0.0456288793210829,1169,19
"51","455695756d13f9f80acb8faf1ef110e5",1.69968281748534,0.0456288793210829,1169,19
"52","45eb68276d60ca35a4ee4fee47d2a8b2",1.69968281748534,0.0456288793210829,1169,19
"53","4d67e1dcefd8ca3d369e3e0cbc152018",1.69968281748534,0.0456288793210829,1169,19
"54","4e8596db83f1145f9719a886b86b7354",1.69968281748534,0.0456288793210829,1169,19
"55","5014ef7bcdfb835ff5fbcb69ece722b6",1.69968281748534,0.0456288793210829,1169,19
"56","531b10e6c17476bba61867c361f4e5bd",1.69968281748534,0.0456288793210829,1169,19
"57","54d1bac77cd5ca762a7e9c8a9d2438e4",1.69968281748534,0.0456288793210829,1169,19
"58","56040f61c56d66a654d9282166a0cd24",1.69968281748534,0.0456288793210829,1169,19
"59","5d70ad0787f6b6bd89bb2761e547549e",1.69968281748534,0.0456288793210829,1169,19
"60","5da86f13cc0fc620219b1771368e4890",1.69968281748534,0.0456288793210829,1169,19
"61","62a8e89165f784d2023662badf1e3242",1.69968281748534,0.0456288793210829,1169,19
"62","67c131b48594a8575418e52534ab919a",1.69968281748534,0.0456288793210829,1169,19
"63","711e73640f22a0637154d740f9c7f041",1.69968281748534,0.0456288793210829,1169,19
"64","73f092d21b746315c7be34c572314d17",1.69968281748534,0.0456288793210829,1169,19
"65","7766896927d2f2429eb470eadaa8153e",1.69968281748534,0.0456288793210829,1169,19
"66","7db27bf55b3d62ced5e732c443c9db6d",1.69968281748534,0.0456288793210829,1169,19
"67","7e5afdce9c1c47f93514b5531f8ddf2e",1.69968281748534,0.0456288793210829,1169,19
"68","818c04f04d93f640e07da2ae4c07af73",1.69968281748534,0.0456288793210829,1169,19
"69","8310940e7bacf2c617ea0c4445969cc8",1.69968281748534,0.0456288793210829,1169,19
"70","847b09f9567902ba803cba266962c071",1.69968281748534,0.0456288793210829,1169,19
"71","85c7ef3b52cb71dcbe0854cf7a49b535",1.69968281748534,0.0456288793210829,1169,19
"72","85ce710d5e2a366b11d65e93a95558f2",1.69968281748534,0.0456288793210829,1169,19
"73","8a014d1c0047ef2fc6d7530fef97dc0c",1.69968281748534,0.0456288793210829,1169,19
"74","8edbda68b25c57dde9598e1dc88b3844",1.69968281748534,0.0456288793210829,1169,19
"75","8f9ac30bfd0d50f4d5663fb5b4d9d598",1.69968281748534,0.0456288793210829,1169,19
"76","95d4f81cd76890f508e913131b18b940",1.69968281748534,0.0456288793210829,1169,19
"77","97dc54e80b9e0276da9807aea2486961",1.69968281748534,0.0456288793210829,1169,19
"78","98feeed40902d272f719b6bdb40859ad",1.69968281748534,0.0456288793210829,1169,19
"79","9a4d0c772876109be9e7854ae19830e5",1.69968281748534,0.0456288793210829,1169,19
"80","9e224be534879694cec191f6ea40a6a0",1.69968281748534,0.0456288793210829,1169,19
"81","a00204c358dfbe5c2635abd4d863fa2f",1.69968281748534,0.0456288793210829,1169,19
"82","a0a02fd4d34e8d6606e112f0ad42ba8a",1.69968281748534,0.0456288793210829,1169,19
"83","acaa47472edbd84b282a68ad664e05d7",1.69968281748534,0.0456288793210829,1169,19
"84","b3aaad24e326b74cc3f6008eedd21166",1.69968281748534,0.0456288793210829,1169,19
"85","b9196015e79f940f59c78c67965a9da9",1.69968281748534,0.0456288793210829,1169,19
"86","c1deadb154705f14e55c0fd9042b7a06",1.69968281748534,0.0456288793210829,1169,19
"87","c21ee785d9c26765226f7460496573ee",1.69968281748534,0.0456288793210829,1169,19
"88","c3248a4290bdf8f2005828b5c5216528",1.69968281748534,0.0456288793210829,1169,19
"89","c696074a72b0a5080c467720280d1b55",1.69968281748534,0.0456288793210829,1169,19
"90","c6bb11c9c19d68c8167ebf5c71d48f5e",1.69968281748534,0.0456288793210829,1169,19
"91","c71ef7cafe76030011255bf670514bdf",1.69968281748534,0.0456288793210829,1169,19
"92","d2ccea3eeb9e43afcd24afda918004b9",1.69968281748534,0.0456288793210829,1169,19
"93","d30c41cb17e34ec0d6da3ea693872ac3",1.69968281748534,0.0456288793210829,1169,19
"94","d348928f400d8357d60cc6727b2ea790",1.69968281748534,0.0456288793210829,1169,19
"95","d78d3e5b62d3a4cc73e67a17a65ca04b",1.69968281748534,0.0456288793210829,1169,19
"96","d9a9f85ba6dbabf57f7b23c8cfeacc59",1.69968281748534,0.0456288793210829,1169,19
"97","dc8effc3b3e9fce3dcaac884e0f6c770",1.69968281748534,0.0456288793210829,1169,19
"98","de25f4c97a9871005751fd8fee6447f1",1.69968281748534,0.0456288793210829,1169,19
"99","e39049d7675696d125f82a55065e405b",1.69968281748534,0.0456288793210829,1169,19
"100","e440b61db58caed5e1ef2570113ff36e",1.69968281748534,0.0456288793210829,1169,19
"101","e7f94b18577cc763fe7cce28c0117243",1.69968281748534,0.0456288793210829,1169,19
"102","e8c020832a519afec9081f59ce5f8ffe",1.69968281748534,0.0456288793210829,1169,19
"103","ebca23138423db48225641c80b1c627d",1.69968281748534,0.0456288793210829,1169,19
"104","ef315a8b78403e7ac9668ec5b90878d3",1.69968281748534,0.0456288793210829,1169,19
"105","f14ed5fccb5a7e6bdfa46144e078f28a",1.69968281748534,0.0456288793210829,1169,19
"106","f27a2dd84153a0ebe4f41f087ca7edf6",1.69968281748534,0.0456288793210829,1169,19
"107","f3a5cfc58e16cb577e1aef37bfce830c",1.69968281748534,0.0456288793210829,1169,19
"108","f4c0e909e807a605772d48c041d6f8ee",1.69968281748534,0.0456288793210829,1169,19
"109","f600a8d7856f28ed07d8e98ebf62d258",1.69968281748534,0.0456288793210829,1169,19
"110","f6e6825e100479972407588369de90da",1.69968281748534,0.0456288793210829,1169,19
"111","f715a1482cad83690405c76bdc82412a",1.69968281748534,0.0456288793210829,1169,19
"112","fd9d4c5ba5e58ed829581dbf5b3499a2",1.69968281748534,0.0456288793210829,1169,19
"113","021c5508cc0a176b8f550d79a56631f2",2.57387224872515,-0.0713773341850138,2104,31
"114","232d36884c1307ad82e79c75e39c7b64",2.57387224872515,-0.0713773341850138,2104,31
"115","6fc3359396e637ef2b7fca9bba92bdbd",2.57387224872515,-0.0713773341850138,2104,31
"116","88ee296ed3b286426b13bbeedbd62413",2.57387224872515,-0.0713773341850138,2104,31
"117","8fb81a35d54554a1c73045bf403c31e0",2.57387224872515,-0.0713773341850138,2104,31
"118","a5d790af308ef70a87ada9bec16b1c02",2.57387224872515,-0.0713773341850138,2104,31
"119","b15a53a3162db06495ccfa41efd02969",2.57387224872515,-0.0713773341850138,2104,31
"120","b47bbbe4f41d364d97c3c6cd536686b7",2.57387224872515,-0.0713773341850138,2104,31
"121","b9f7b08d60bd1d517ddb1ba492c75958",2.57387224872515,-0.0713773341850138,2104,31
"122","bad0664d66407d36ebafe103d5fda0ce",2.57387224872515,-0.0713773341850138,2104,31
"123","d0ec7f2a454ed03efee8ed04dd78614b",2.57387224872515,-0.0713773341850138,2104,31
"124","3c9cf99933cae827f224f755944e085c",1.29309589182811,0.0347729837888006,835,28
"125","5fd494e738409eb4ecb5e42b6f747653",1.29309589182811,0.0347729837888006,835,28
"126","78adc3fcd35138b7e8f7453777745536",1.29309589182811,0.0347729837888006,835,28
"127","a8ac6ae3c91ebd7ef969dc7b02b4fc8b",1.29309589182811,0.0347729837888006,835,28
"128","d439ca030c6cace887087c88f70cfe1e",1.29309589182811,0.0347729837888006,835,28
"129","1641d76c9b6352a5c764e25e46aa432f",3.13751820037058,-0.199023553282744,2333,33
"130","4c5c82fd58743020b2ab370244b841b0",3.13751820037058,-0.199023553282744,2333,33
"131","052ad6cbd88bdfa7d6ed6561791a600b",1.49268422942876,0.0047945246686038,1022,34
"132","30fe98610dd2fb31c386d30e896cc942",1.49268422942876,0.0047945246686038,1022,34
"133","6cebdd28a4b4d24b65ccce2dbdf1e97b",1.49268422942876,0.0047945246686038,1022,34
"134","935d38dad18e85e7e72838e8e133e89f",1.49268422942876,0.0047945246686038,1022,34
"135","c15ff1a088214d3305f43ad3aae7b61e",1.49268422942876,0.0047945246686038,1022,34
"136","c6bed8b8ca3cedeca7c7cad4529d8a74",1.49268422942876,0.0047945246686038,1022,34
"137","0387378906b8f7a5dcc27ea376a07978",1.63788524808705,-0.0120907018161964,975,26
"138","0b028a964d25e9248ee350363b1be4f1",1.63788524808705,-0.0120907018161964,975,26
"139","0d1b751a056ff74914c63b96f9e8e57e",1.63788524808705,-0.0120907018161964,975,26
"140","0f13dc1d275dc9ea9200d73791638cc7",1.63788524808705,-0.0120907018161964,975,26
"141","11e9510feb47d031a084f2c148c9d124",1.63788524808705,-0.0120907018161964,975,26
"142","19bd498e53b177ea433e01ee87851594",1.63788524808705,-0.0120907018161964,975,26
"143","1f36fd7b3a16ae2818b88a7d8489ffd6",1.63788524808705,-0.0120907018161964,975,26
"144","2070c192c668cb475583703ecd805006",1.63788524808705,-0.0120907018161964,975,26
"145","20af0b9b1c32a738325e6f154cd0b388",1.63788524808705,-0.0120907018161964,975,26
"146","219738c7a8768142ac47937da7be7d88",1.63788524808705,-0.0120907018161964,975,26
"147","247314c4a816085b7d7796c658cffa08",1.63788524808705,-0.0120907018161964,975,26
"148","25f3280953bf0555e55138ee170ca214",1.63788524808705,-0.0120907018161964,975,26
"149","2d3bf6033d0d5e22a46a1620c648a517",1.63788524808705,-0.0120907018161964,975,26
"150","321394275897c16a526a1a79eb71e275",1.63788524808705,-0.0120907018161964,975,26
"151","35635d3c6175ab98430b7c3aa2f6c43a",1.63788524808705,-0.0120907018161964,975,26
"152","3dff4e0d2f35324c56d1dc7475babe1f",1.63788524808705,-0.0120907018161964,975,26
"153","4389906ee9189db6fa6203cc8c3b8dd3",1.63788524808705,-0.0120907018161964,975,26
"154","4851a662b1c4afa4db5c7ffa7ad8a3d9",1.63788524808705,-0.0120907018161964,975,26
"155","4be3d67973fef1403fcabcddb75765dd",1.63788524808705,-0.0120907018161964,975,26
"156","4d43275d634d6130fe16bbe4de378242",1.63788524808705,-0.0120907018161964,975,26
"157","4d57551ae50a8269d554491abab086ef",1.63788524808705,-0.0120907018161964,975,26
"158","556bf9a95573b3addc0a3fd2e630f4f1",1.63788524808705,-0.0120907018161964,975,26
"159","5df1adc429d8a54bb83e0eccdb35dc33",1.63788524808705,-0.0120907018161964,975,26
"160","6ab4379de72305d7f4d305d4b7efc1bf",1.63788524808705,-0.0120907018161964,975,26
"161","703f05cf9209a2602ee3fcbf25e3b385",1.63788524808705,-0.0120907018161964,975,26
"162","751aa82fd94e1d3f72ca368eb8dac85f",1.63788524808705,-0.0120907018161964,975,26
"163","8cd307f25390313b265acab2bb91a56c",1.63788524808705,-0.0120907018161964,975,26
"164","90a491f4e8cb033c0c7c6a6e2167516b",1.63788524808705,-0.0120907018161964,975,26
"165","9160c4b3296bd324b7d6e41160235ec2",1.63788524808705,-0.0120907018161964,975,26
"166","9446b8e0e7d7d726e4df5bbb29403790",1.63788524808705,-0.0120907018161964,975,26
"167","951a91d0df31dea819b9dc9910741fa2",1.63788524808705,-0.0120907018161964,975,26
"168","9652bbb8800901b94324cbe6e1f17b1f",1.63788524808705,-0.0120907018161964,975,26
"169","968316367185a54813f87923dc86e8e2",1.63788524808705,-0.0120907018161964,975,26
"170","977fd98016e7b5c17b3905ae9b1676bb",1.63788524808705,-0.0120907018161964,975,26
"171","978d8bc8c747b388522d40d1c9757037",1.63788524808705,-0.0120907018161964,975,26
"172","9e58eff5cc9f0dfe1c4394e8896baf6d",1.63788524808705,-0.0120907018161964,975,26
"173","9fb36db0098b2b8c2b6e963d6bccf677",1.63788524808705,-0.0120907018161964,975,26
"174","accc7a703453b3407eb4e3b4bca0cfc4",1.63788524808705,-0.0120907018161964,975,26
"175","b1107c44c0d6c221bdb852b990797ff9",1.63788524808705,-0.0120907018161964,975,26
"176","bd1b73b849ba200a800b18bd0b770d88",1.63788524808705,-0.0120907018161964,975,26
"177","c59beb5cf7f3180f10ad730871a28743",1.63788524808705,-0.0120907018161964,975,26
"178","c5b2bfea72ce05f8fe70fb3d543278c9",1.63788524808705,-0.0120907018161964,975,26
"179","c69ac9bb6ba3bb0f1399fc53f164ef47",1.63788524808705,-0.0120907018161964,975,26
"180","c741a010d5d39eaac949b6fd1f6f4ab5",1.63788524808705,-0.0120907018161964,975,26
"181","d48254b13350c460539945f0f7a01943",1.63788524808705,-0.0120907018161964,975,26
"182","d4cbac602ef27f73178886ceec6dc017",1.63788524808705,-0.0120907018161964,975,26
"183","e13fffbe6c474bc1846f180fc583e147",1.63788524808705,-0.0120907018161964,975,26
"184","e4abe7c7fc95ed3962387cc2a870c5a0",1.63788524808705,-0.0120907018161964,975,26
"185","e5b4e4c665fec2ad330c665a93975a5e",1.63788524808705,-0.0120907018161964,975,26
"186","f3583e1ee82535160e17d899556c2ac1",1.63788524808705,-0.0120907018161964,975,26
"187","f4eeb0d4f090a8fa7bb10966d4596c35",1.63788524808705,-0.0120907018161964,975,26
"188","fd631b25079bc0621b4888e06e17c2e2",1.63788524808705,-0.0120907018161964,975,26
"189","ff8eb87bfacdd896180b658e794deaef",1.63788524808705,-0.0120907018161964,975,26
"190","844df733c734bdf323895f15645880e4",5.73419926173018,-0.607007020822218,5132,114
"191","01cc2516697cf1b59d3bdcdc881c233e",4.13384266430432,-0.271175123901075,3959,59
"192","0b906c068f1de5211e680cafb662ab7e",4.13384266430432,-0.271175123901075,3959,59
"193","138c969c3ccdf1f7fd95aa4a133fe715",4.13384266430432,-0.271175123901075,3959,59
"194","1db13e9cb85cee22c42d9a2ca96b8107",4.13384266430432,-0.271175123901075,3959,59
"195","395da1d344ff44a698d78a5107cc50fd",4.13384266430432,-0.271175123901075,3959,59
"196","3967f823e412812aeb439ea15b1b1a49",4.13384266430432,-0.271175123901075,3959,59
"197","d9466ffb6b50d30177b206d0884ba874",4.13384266430432,-0.271175123901075,3959,59
"198","3d5c2d3cd93d0f1c332e9beb693aa1c4",1.5765393805611,-0.0174332843284596,714,17
"199","70c2996919942a371bfbe339ba930ef7",1.5765393805611,-0.0174332843284596,714,17
"200","84dd5e25e98752cdcb183a20f7d9dddc",1.5765393805611,-0.0174332843284596,714,17
"201","212dbf4c7d5ad96ed75d3444cd46c027",3.03352558145075,-0.0179064562232443,3436,45
"202","265d45fb2a59b52470470b6673456a0b",3.03352558145075,-0.0179064562232443,3436,45
"203","82d3157a3ac3691e4b5bb1efd72d0eb9",3.03352558145075,-0.0179064562232443,3436,45
"204","86c1c36e9bd2205e532bc901d1919103",3.03352558145075,-0.0179064562232443,3436,45
"205","9498c897dcd1e1076a64928bd18f98f9",3.03352558145075,-0.0179064562232443,3436,45
"206","b7d1b4fe13d0b1ef5c213049bd83e23a",3.03352558145075,-0.0179064562232443,3436,45
"207","cb7e8326d407dc39d17f839bf38d69e4",3.03352558145075,-0.0179064562232443,3436,45
"208","fe9b9889a1d553e7d5443ee5a5c37d6b",3.03352558145075,-0.0179064562232443,3436,45
"209","03da53ee5b98d478a75e4510d0d32e45",2.43021839891467,-0.0633805415957406,1692,17
"210","0aa08895e82b3065a3b25c53e12d0a33",2.43021839891467,-0.0633805415957406,1692,17
"211","0cd443da9c8f6286a81f186c19b50a2b",2.43021839891467,-0.0633805415957406,1692,17
"212","12e7d6e887c0f5e163c3dcd3deef52f2",2.43021839891467,-0.0633805415957406,1692,17
"213","14387f134e0445073079b27819f48e46",2.43021839891467,-0.0633805415957406,1692,17
"214","17363c5b86b91effa6d7a38b08b5b004",2.43021839891467,-0.0633805415957406,1692,17
"215","226e24b4d2564d43d416ea1a3ca639c9",2.43021839891467,-0.0633805415957406,1692,17
"216","235d1bcfc082ca8129c30fcc3e274e8b",2.43021839891467,-0.0633805415957406,1692,17
"217","2ea7c486da25ccb64a43a5d43b1f4013",2.43021839891467,-0.0633805415957406,1692,17
"218","30ed8d4e2915d97b2906d9a9a9a33e4c",2.43021839891467,-0.0633805415957406,1692,17
"219","31c5eb8ed0b58b4ae9a58900eecd56c4",2.43021839891467,-0.0633805415957406,1692,17
"220","34e404611b2f0e6bd0cbce9e0f79f85b",2.43021839891467,-0.0633805415957406,1692,17
"221","36053ee0bb2ee779bef6b463550138c0",2.43021839891467,-0.0633805415957406,1692,17
"222","3a08fa630648bc1312d718299e8df4b5",2.43021839891467,-0.0633805415957406,1692,17
"223","3cb8059c35c20c2ed83d6c9897996b65",2.43021839891467,-0.0633805415957406,1692,17
"224","3d501b1cacfc0fa99daf5435ad6ec500",2.43021839891467,-0.0633805415957406,1692,17
"225","406a8abe1ecdba8ae43a0cf8ba06ef5b",2.43021839891467,-0.0633805415957406,1692,17
"226","40d9976fb69678ac0166987560bf6a21",2.43021839891467,-0.0633805415957406,1692,17
"227","42a03c11e3fe8f35eca1049468538c49",2.43021839891467,-0.0633805415957406,1692,17
"228","4427b66697365fd0392baebb4eac08ea",2.43021839891467,-0.0633805415957406,1692,17
"229","4b2e8f44988a544b0cfa587404ed23c3",2.43021839891467,-0.0633805415957406,1692,17
"230","4ef35b6750c95d8a2ee4264a94fb7743",2.43021839891467,-0.0633805415957406,1692,17
"231","504a300a463520da1eb635f2caf2cd91",2.43021839891467,-0.0633805415957406,1692,17
"232","530fe5b7e9c96b8bef1a40e8df3aaf8b",2.43021839891467,-0.0633805415957406,1692,17
"233","53f884834e00890f8d606ac39aa72eeb",2.43021839891467,-0.0633805415957406,1692,17
"234","5476b5e43135c0803577e301051382f7",2.43021839891467,-0.0633805415957406,1692,17
"235","559d68e0fbca5fc3630916fd4540b378",2.43021839891467,-0.0633805415957406,1692,17
"236","582f0f45b41002b6b8d588187c0ac152",2.43021839891467,-0.0633805415957406,1692,17
"237","593405a4643d484e2c90f18918102d9c",2.43021839891467,-0.0633805415957406,1692,17
"238","597fb9a1206bb8ffd8a630979ef73a1f",2.43021839891467,-0.0633805415957406,1692,17
"239","598399d93b500d978e53d75b6a1554d9",2.43021839891467,-0.0633805415957406,1692,17
"240","59bee6aa3281653de5fbca579b125a41",2.43021839891467,-0.0633805415957406,1692,17
"241","5d30bd087eaa7f4c025988f83aabb64f",2.43021839891467,-0.0633805415957406,1692,17
"242","61e35733f5b80dd52672bcc18d647b51",2.43021839891467,-0.0633805415957406,1692,17
"243","646af8ee90bdb0cff0c3f8eff0c86fc2",2.43021839891467,-0.0633805415957406,1692,17
"244","662f4ca0bdb9744558b72fbdcc404238",2.43021839891467,-0.0633805415957406,1692,17
"245","6d6d066be181fda07d89e7e6a07d04ab",2.43021839891467,-0.0633805415957406,1692,17
"246","6fbb86cddfe9371efb1bea24471cf57c",2.43021839891467,-0.0633805415957406,1692,17
"247","76ec9a5e78d5d322d946ad1737d7ccf9",2.43021839891467,-0.0633805415957406,1692,17
"248","78b9d15361ceaf0927f4aae8d1b32233",2.43021839891467,-0.0633805415957406,1692,17
"249","79a21827b0495cec44618c29af99d14d",2.43021839891467,-0.0633805415957406,1692,17
"250","7d66c413fde5c64be87af3ee0f638865",2.43021839891467,-0.0633805415957406,1692,17
"251","7e827fb5b75b230c4e2a620de3977cd7",2.43021839891467,-0.0633805415957406,1692,17
"252","7fef972214c6fb3da2f8f4ceec5e876f",2.43021839891467,-0.0633805415957406,1692,17
"253","83065228baccd826b24042ec48048b1a",2.43021839891467,-0.0633805415957406,1692,17
"254","83d010bd84f90a12e7ef60648c9fb3da",2.43021839891467,-0.0633805415957406,1692,17
"255","841d335d79779770af7ac7c564388bb8",2.43021839891467,-0.0633805415957406,1692,17
"256","84965d0333f8de0a7ede7700519270e5",2.43021839891467,-0.0633805415957406,1692,17
"257","877cb1a4e4ab1b86eca81ce3de85518c",2.43021839891467,-0.0633805415957406,1692,17
"258","886678cefad1b16dae267fefd9f1fe64",2.43021839891467,-0.0633805415957406,1692,17
"259","890a23e2d475837bb33383b6d7ca4d0c",2.43021839891467,-0.0633805415957406,1692,17
"260","9216e7110093160e00f383ea5b801afc",2.43021839891467,-0.0633805415957406,1692,17
"261","93ad1967fb58bb6878317dc3e76f50a3",2.43021839891467,-0.0633805415957406,1692,17
"262","99ee0e4a115a5a0143fb4a4ddadc31ac",2.43021839891467,-0.0633805415957406,1692,17
"263","9bc61bffc18d1788026529ab34081289",2.43021839891467,-0.0633805415957406,1692,17
"264","a196ac79c961a91ca21c138afaad849f",2.43021839891467,-0.0633805415957406,1692,17
"265","a6790999f7c4c48d93aa1278c2c77acc",2.43021839891467,-0.0633805415957406,1692,17
"266","a89a0bc4268c66c6d3635468755784af",2.43021839891467,-0.0633805415957406,1692,17
"267","aad67ee88176fe7f38fddba0380826a8",2.43021839891467,-0.0633805415957406,1692,17
"268","aad989f28f760ae1a16241650859dfd5",2.43021839891467,-0.0633805415957406,1692,17
"269","ab9689980c6857b03ad65db9ddcdf8eb",2.43021839891467,-0.0633805415957406,1692,17
"270","b0eb85c6c28f82a83f6a8ee54348d257",2.43021839891467,-0.0633805415957406,1692,17
"271","b335da227e547cbac41c9c7e32269b9c",2.43021839891467,-0.0633805415957406,1692,17
"272","b88ca8ad1c1bfb9322fea147617b278f",2.43021839891467,-0.0633805415957406,1692,17
"273","b8a3426c00100856e7df97f4c439dca9",2.43021839891467,-0.0633805415957406,1692,17
"274","c06921beeab418acb479ebcb5a8a8693",2.43021839891467,-0.0633805415957406,1692,17
"275","c12d69332d4d19577f86d02880f5ef49",2.43021839891467,-0.0633805415957406,1692,17
"276","c3a339569f47d3021266a27506588070",2.43021839891467,-0.0633805415957406,1692,17
"277","c3bcd097e89b7db9e833d15b433e4740",2.43021839891467,-0.0633805415957406,1692,17
"278","c43b17bfd8fb80423adbdb6fdb2e0df3",2.43021839891467,-0.0633805415957406,1692,17
"279","c9e7c2e255baa6ef12517b686befbc43",2.43021839891467,-0.0633805415957406,1692,17
"280","ca1a3d8f721a3ac2e03e3e0b9c08a810",2.43021839891467,-0.0633805415957406,1692,17
"281","cba95f552a7423cd0685c2983c45226c",2.43021839891467,-0.0633805415957406,1692,17
"282","e4a93587424e05f2671cbd299a0d9330",2.43021839891467,-0.0633805415957406,1692,17
"283","e89acd40f800cdf37dea9adc25376aa4",2.43021839891467,-0.0633805415957406,1692,17
"284","e956914416d21468dc2e4bfc0b754e72",2.43021839891467,-0.0633805415957406,1692,17
"285","f03f9630faddb57ae21ca63a9109c8bc",2.43021839891467,-0.0633805415957406,1692,17
"286","f877422af265904bd4e49889b682584d",2.43021839891467,-0.0633805415957406,1692,17
"287","fb8973e84a818c46f6ed9b716ad183a0",2.43021839891467,-0.0633805415957406,1692,17
"288","fe791e8df8cff46652050a27cfa28ce0",2.43021839891467,-0.0633805415957406,1692,17
"289","fefd161e2f13681bc5504f36512090ea",2.43021839891467,-0.0633805415957406,1692,17
"290","117ccca90c35de53af69f7a6c9fc2b5c",2.20370485041176,-0.0318125164840708,1614,24
"291","1945b0261ad26bd802121ed284874461",2.20370485041176,-0.0318125164840708,1614,24
"292","3ae2e8fc02adcff9b0e2a737e93ac426",2.20370485041176,-0.0318125164840708,1614,24
"293","781512b990f4589b7425274b9855a0cf",2.20370485041176,-0.0318125164840708,1614,24
"294","803494de8e50db85e06b08db04576553",2.20370485041176,-0.0318125164840708,1614,24
